0,1,2,3,4,5,6,7
1.9999999999999998,97.76393202250021,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
3.9999999999999996,95.52786404500043,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
6.0,93.29179606750064,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
7.999999999999999,91.05572809000085,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
10.0,88.81966011250107,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
12.0,86.58359213500128,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
14.0,84.3475241575015,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
15.999999999999998,82.11145618000171,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
18.0,79.87538820250192,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
20.0,77.63932022500214,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
22.0,75.40325224750235,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
24.0,73.16718427000256,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
25.999999999999996,70.93111629250278,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
28.0,68.69504831500299,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
30.000000000000004,66.4589803375032,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
31.999999999999996,64.22291236000342,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
34.0,61.986844382503634,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
36.0,59.75077640500385,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
38.0,57.51470842750406,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
40.0,55.278640450004275,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
42.0,53.04257247250449,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
44.0,50.8065044950047,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
46.0,48.570436517504916,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
48.0,46.33436854000512,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
50.0,44.09830056250533,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
51.99999999999999,41.86223258500554,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
54.00000000000001,39.62616460750576,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
56.0,37.39009663000597,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
58.00000000000001,35.154028652506184,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
60.00000000000001,32.9179606750064,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
62.00000000000001,30.68189269750661,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
63.99999999999999,28.44582472000682,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
66.0,26.20975674250703,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
68.0,23.97368876500724,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
70.0,21.73762078750745,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
72.0,19.50155281000766,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
74.0,17.26548483250787,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
76.0,15.02941685500808,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
78.0,12.79334887750829,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
80.0,10.5572809000085,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
82.0,8.32121292250871,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
84.0,6.085144945008921,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
86.0,3.8490769675091308,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
88.0,1.613008990009341,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
90.0,-2.220446049250313e-16,0.0,-8.255961045201001,7.289222701635508e-17,0.0,-1.2539500078462593,2.427184891179346
